Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365),,
09-Sep-21,541347,5.1,5.26,-0.0309,0.0345,0.0345,0.6591,3.45,65.91
09-Sep-21,541358,320.85,320.85,0,0.0183,0.0183,0.3496,1.83,34.96
09-Sep-21,541400,141.45,143.7,-0.0158,0.0396,0.0395,0.7546,3.95,75.46
09-Sep-21,541444,30.55,30.7,-0.0049,0.0355,0.0355,0.6782,3.55,67.82
09-Sep-21,541503,47.95,45.7,0.0481,0.0304,0.0305,0.5827,3.05,58.27
09-Sep-21,541627,4.28,4.3,-0.0047,0.0337,0.0337,0.6438,3.37,64.38
09-Sep-21,541633,12.58,12.58,0,0,0,0,0,0
09-Sep-21,541634,33.15,33.95,-0.0238,0.0235,0.0235,0.449,2.35,44.9
09-Sep-21,541702,7.01,7.32,-0.0433,0.0319,0.032,0.6114,3.2,61.14
09-Sep-21,541735,15.3,14.6,0.0468,0.0329,0.033,0.6305,3.3,63.05
09-Sep-21,541741,17.85,17,0.0488,0.0297,0.0299,0.5712,2.99,57.12
09-Sep-21,541771,2.07,1.99,0.0394,0.0427,0.0427,0.8158,4.27,81.58
09-Sep-21,541778,181.85,178.3,0.0197,0.0251,0.0251,0.4795,2.51,47.95
09-Sep-21,541865,140.35,141.95,-0.0113,0.0403,0.0402,0.768,4.02,76.8
09-Sep-21,541890,1.6,1.53,0.0447,0.0326,0.0327,0.6247,3.27,62.47
09-Sep-21,541974,1484.3,1417.4,0.0461,0.0109,0.0113,0.2159,1.13,21.59
09-Sep-21,541999,2.45,2.34,0.0459,0.0364,0.0364,0.6954,3.64,69.54
09-Sep-21,542019,154.2,161.4,-0.0456,0.0166,0.0169,0.3229,1.69,32.29
09-Sep-21,542034,140.95,140.6,0.0025,0.0064,0.0064,0.1223,0.64,12.23
09-Sep-21,542057,51.4,50.9,0.0098,0.034,0.0339,0.6477,3.39,64.77
09-Sep-21,542117,5.42,5.42,0,0.0299,0.0298,0.5693,2.98,56.93
09-Sep-21,542123,80,80,0,0.0272,0.0272,0.5197,2.72,51.97
09-Sep-21,542176,6,6,0,0.0093,0.0093,0.1777,0.93,17.77
09-Sep-21,542206,6.9,6.93,-0.0043,0.0205,0.0205,0.3917,2.05,39.17
09-Sep-21,542232,91.15,90.55,0.0066,0.039,0.0389,0.7432,3.89,74.32
09-Sep-21,542332,6.3,6.3,0,0,0,0,0,0
09-Sep-21,542351,1182.85,1206.55,-0.0198,0.0301,0.0301,0.5751,3.01,57.51
09-Sep-21,542376,54.85,54.85,0,0,0,0,0,0
09-Sep-21,542377,3.36,3.36,0,0.008,0.0079,0.1509,0.79,15.09
09-Sep-21,542524,24.8,23.65,0.0475,0.0127,0.0131,0.2503,1.31,25.03
09-Sep-21,542543,94,94,0,0,0,0,0,0
09-Sep-21,542544,10,10,0,0,0,0,0,0
09-Sep-21,542579,38.05,38.5,-0.0118,0.0159,0.0159,0.3038,1.59,30.38
09-Sep-21,542627,9,8.88,0.0134,0.0325,0.0324,0.619,3.24,61.9
09-Sep-21,542667,289.1,275.45,0.0484,0.0209,0.0211,0.4031,2.11,40.31
09-Sep-21,542669,43.6,43.3,0.0069,0.0281,0.028,0.5349,2.8,53.49
09-Sep-21,542670,56.5,57.05,-0.0097,0.0339,0.0338,0.6457,3.38,64.57
09-Sep-21,542677,7.84,8.25,-0.051,0.0302,0.0304,0.5808,3.04,58.08
09-Sep-21,542679,12.4,12.7,-0.0239,0.0347,0.0347,0.6629,3.47,66.29
09-Sep-21,542682,57.35,54.65,0.0482,0.0371,0.0371,0.7088,3.71,70.88
09-Sep-21,542753,225.3,225.75,-0.002,0.0293,0.0292,0.5579,2.92,55.79
09-Sep-21,542774,36,35.75,0.007,0.0442,0.0441,0.8425,4.41,84.25
09-Sep-21,542803,20.75,19.8,0.0469,0.0281,0.0282,0.5388,2.82,53.88
09-Sep-21,542862,80.7,82.9,-0.0269,0.0307,0.0307,0.5865,3.07,58.65
09-Sep-21,542864,35.1,35.1,0,0.0069,0.0069,0.1318,0.69,13.18
09-Sep-21,542866,37.1,37.1,0,0.0164,0.0164,0.3133,1.64,31.33
09-Sep-21,542906,24,24,0,0.0214,0.0213,0.4069,2.13,40.69
09-Sep-21,542911,728.3,693.7,0.0487,0.0293,0.0294,0.5617,2.94,56.17
09-Sep-21,542938,43.05,43,0.0012,0.0158,0.0157,0.2999,1.57,29.99
09-Sep-21,543207,25.5,25.55,-0.002,0.0134,0.0134,0.256,1.34,25.6
09-Sep-21,543229,193.95,193.95,0,0.0259,0.0258,0.4929,2.58,49.29
09-Sep-21,543267,16.2,16.2,0,0.0041,0.0041,0.0783,0.41,7.83
09-Sep-21,590082,108.6,114.3,-0.0512,0.0265,0.0267,0.5101,2.67,51.01
09-Sep-21,590122,39.4,39.2,0.0051,0.0321,0.032,0.6114,3.2,61.14
09-Sep-21,5PAISA,468.25,469.4,-0.0025,0.0358,0.0357,0.682,3.57,68.2
09-Sep-21,63MOONS,95.75,94,0.0184,0.0326,0.0326,0.6228,3.26,62.28
09-Sep-21,750666,24.45,23.8,0.0269,0.0234,0.0235,0.449,2.35,44.9
09-Sep-21,A2ZINFRA,4.35,4.3,0.0116,0.0364,0.0363,0.6935,3.63,69.35
09-Sep-21,AAKASH,280.85,283.6,-0.0097,0.0197,0.0197,0.3764,1.97,37.64
09-Sep-21,AAREYDRUGS,37.3,37.15,0.004,0.04,0.0399,0.7623,3.99,76.23
09-Sep-21,AARON,100.15,100.15,0,0.0333,0.0333,0.6362,3.33,63.62
09-Sep-21,AARTIDRUGS,608.2,609.75,-0.0025,0.0288,0.0288,0.5502,2.88,55.02
09-Sep-21,AARTIIND,909.55,910.35,-0.0009,0.0225,0.0224,0.428,2.24,42.8
09-Sep-21,AARTISURF,1408.8,1403.05,0.0041,0.0311,0.031,0.5923,3.1,59.23
09-Sep-21,AARVEEDEN,18.55,18.35,0.0108,0.0383,0.0382,0.7298,3.82,72.98
09-Sep-21,AARVI,56.95,56.1,0.015,0.0356,0.0356,0.6801,3.56,68.01
09-Sep-21,AASHRIT,90.05,90.05,0,0,0,0,0,0
09-Sep-21,AAVAS,2440.2,2421.5,0.0077,0.0244,0.0244,0.4662,2.44,46.62
09-Sep-21,ABAN,44.25,44.55,-0.0068,0.0337,0.0336,0.6419,3.36,64.19
09-Sep-21,ABB,1869.45,1876.7,-0.0039,0.0196,0.0196,0.3745,1.96,37.45
09-Sep-21,ABBOTINDIA,20706,19994.8,0.035,0.0167,0.0168,0.321,1.68,32.1
09-Sep-21,ABCAPITAL,114.3,114.7,-0.0035,0.0294,0.0293,0.5598,2.93,55.98
09-Sep-21,ABFRL,214.4,214.5,-0.0005,0.0247,0.0246,0.47,2.46,47
09-Sep-21,ABSLBANETF,363.94,365.86,-0.0053,0.0208,0.0208,0.3974,2.08,39.74
09-Sep-21,ABSLNN50ET,433.15,430.54,0.006,0.0259,0.0258,0.4929,2.58,49.29
09-Sep-21,ACC,2458.75,2448.9,0.004,0.0179,0.0178,0.3401,1.78,34.01
09-Sep-21,ACCELYA,1296.05,1302.6,-0.005,0.0232,0.0231,0.4413,2.31,44.13
09-Sep-21,ACCURACY,138.8,141.15,-0.0168,0.0335,0.0335,0.64,3.35,64
09-Sep-21,ACCUVANT,10.15,10.15,0,0,0,0,0,0
09-Sep-21,ACE,237.3,232.9,0.0187,0.0359,0.0358,0.684,3.58,68.4
09-Sep-21,ACEEXPO,7,7,0,0,0,0,0,0
09-Sep-21,ACESTONE,9.45,9.45,0,0,0,0,0,0
09-Sep-21,ACRYSIL,639.4,628.25,0.0176,0.03,0.03,0.5731,3,57.31
09-Sep-21,ADANIENT,1545,1555.95,-0.0071,0.0318,0.0318,0.6075,3.18,60.75
09-Sep-21,ADANIGREEN,1215.9,1158.25,0.0486,0.0305,0.0306,0.5846,3.06,58.46
09-Sep-21,ADANIPORTS,749.7,746.85,0.0038,0.026,0.0259,0.4948,2.59,49.48
09-Sep-21,ADANIPOWER,102.5,97.75,0.0474,0.0387,0.0387,0.7394,3.87,73.94
09-Sep-21,ADANITRANS,1806.7,1733.45,0.0414,0.0348,0.0349,0.6668,3.49,66.68
09-Sep-21,ADBML,10,10,0,0,0,0,0,0
09-Sep-21,ADFFOODS,916.65,912.25,0.0048,0.0281,0.0281,0.5368,2.81,53.68
09-Sep-21,ADL,41.75,40.4,0.0329,0.0252,0.0252,0.4814,2.52,48.14
09-Sep-21,ADORWELD,691.65,669.65,0.0323,0.0307,0.0307,0.5865,3.07,58.65
09-Sep-21,ADROITINFO,9.95,10.1,-0.015,0.0552,0.0551,1.0527,5.51,105.27
09-Sep-21,ADSL,68.05,68.15,-0.0015,0.0368,0.0367,0.7012,3.67,70.12
09-Sep-21,ADTECH,25.9,25.9,0,0,0,0,0,0
09-Sep-21,ADVANIHOTR,71.6,67.15,0.0642,0.0309,0.0312,0.5961,3.12,59.61
09-Sep-21,ADVENTZSEC,50.35,50.35,0,0,0,0,0,0
09-Sep-21,ADVENZYMES,366.55,366.3,0.0007,0.0278,0.0278,0.5311,2.78,53.11
09-Sep-21,AEGISCHEM,259,259.65,-0.0025,0.0287,0.0286,0.5464,2.86,54.64
09-Sep-21,AEL,10,10,0,0,0,0,0,0
09-Sep-21,AFDIL,145.5,145.5,0,0,0,0,0,0
09-Sep-21,AFFLE,5059.85,4906.75,0.0307,0.0269,0.0269,0.5139,2.69,51.39
09-Sep-21,AGARIND,315.3,318.25,-0.0093,0.0365,0.0364,0.6954,3.64,69.54
09-Sep-21,AGCNET,1159.8,1108.25,0.0455,0.0327,0.0328,0.6266,3.28,62.66
09-Sep-21,AGRITECH,60.9,57.8,0.0522,0.0353,0.0354,0.6763,3.54,67.63
09-Sep-21,AGROPHOS,15.05,15,0.0033,0.0356,0.0355,0.6782,3.55,67.82
09-Sep-21,AHLADA,148.4,156.2,-0.0512,0.0284,0.0286,0.5464,2.86,54.64
09-Sep-21,AHLEAST,194.3,179.9,0.077,0.0261,0.0266,0.5082,2.66,50.82
09-Sep-21,AHLUCONT,391.55,392.75,-0.0031,0.0285,0.0284,0.5426,2.84,54.26
09-Sep-21,AHLWEST,283.6,281.75,0.0065,0.0293,0.0292,0.5579,2.92,55.79
09-Sep-21,AIAENG,2092.55,2040.1,0.0254,0.0198,0.0198,0.3783,1.98,37.83
09-Sep-21,AIRAN,22.45,22.4,0.0022,0.0374,0.0373,0.7126,3.73,71.26
09-Sep-21,AJANTPHARM,2143.65,2162.3,-0.0087,0.0201,0.0201,0.384,2.01,38.4
09-Sep-21,AJMERA,409.7,411.9,-0.0054,0.0373,0.0372,0.7107,3.72,71.07
09-Sep-21,AJOONI,51.5,52.35,-0.0164,0.0211,0.0211,0.4031,2.11,40.31
09-Sep-21,AJRINFRA,1.55,1.55,0,0.0602,0.0601,1.1482,6.01,114.82
09-Sep-21,AKASH,183.85,176.3,0.0419,0.0341,0.0342,0.6534,3.42,65.34
09-Sep-21,AKASHAGRO,50.6,50.6,0,0,0,0,0,0
09-Sep-21,AKG,24.1,24.8,-0.0286,0.0226,0.0226,0.4318,2.26,43.18
09-Sep-21,AKSCREDITS,9.15,9.15,0,0,0,0,0,0
09-Sep-21,AKSHARCHEM,431.25,430.25,0.0023,0.0341,0.034,0.6496,3.4,64.96
09-Sep-21,AKSHOPTFBR,8.95,8.85,0.0112,0.0379,0.0378,0.7222,3.78,72.22
09-Sep-21,AKZOINDIA,2195.95,2225.05,-0.0132,0.017,0.017,0.3248,1.7,32.48
09-Sep-21,ALANKIT,15.3,15.3,0,0.0404,0.0403,0.7699,4.03,76.99
09-Sep-21,ALBA,360,360,0,0.0007,0.0007,0.0134,0.07,1.34
09-Sep-21,ALBERTDAVD,593.85,597.5,-0.0061,0.029,0.029,0.554,2.9,55.4
09-Sep-21,ALEMBICLTD,114.4,117,-0.0225,0.0323,0.0322,0.6152,3.22,61.52
09-Sep-21,ALICON,811.4,824.7,-0.0163,0.0367,0.0366,0.6992,3.66,69.92
09-Sep-21,ALIROX,10,10,0,0,0,0,0,0
09-Sep-21,ALKALI,70.6,70.45,0.0021,0.0389,0.0388,0.7413,3.88,74.13
09-Sep-21,ALKEM,3795.6,3751.65,0.0116,0.0169,0.0169,0.3229,1.69,32.29
09-Sep-21,ALKYLAMINE,4140.45,4021.95,0.029,0.0338,0.0338,0.6457,3.38,64.57
09-Sep-21,ALLCARGO,238.75,243.95,-0.0215,0.0282,0.0282,0.5388,2.82,53.88
09-Sep-21,ALLSEC,472.1,451.65,0.0443,0.034,0.0341,0.6515,3.41,65.15
09-Sep-21,ALMONDZ,74.4,74.3,0.0013,0.0385,0.0384,0.7336,3.84,73.36
09-Sep-21,ALOKINDS,24.95,24.95,0,0.0347,0.0347,0.6629,3.47,66.29
09-Sep-21,ALPA,53,52.15,0.0162,0.0392,0.0391,0.747,3.91,74.7
09-Sep-21,ALPHAGEO,433.85,457,-0.052,0.0407,0.0407,0.7776,4.07,77.76
09-Sep-21,ALPSINDUS,1.9,1.95,-0.026,0.1167,0.1164,2.2238,11.64,222.38
09-Sep-21,AMARAJABAT,721.35,720.6,0.001,0.019,0.019,0.363,1.9,36.3
09-Sep-21,AMARKANTAK,11.95,11.95,0,0,0,0,0,0
09-Sep-21,AMARVAN,10,10,0,0,0,0,0,0
09-Sep-21,AMBER,3118.45,3147.85,-0.0094,0.0255,0.0255,0.4872,2.55,48.72
09-Sep-21,AMBICAAGAR,15.9,15.65,0.0158,0.0273,0.0272,0.5197,2.72,51.97
09-Sep-21,AMBIKCO,1605.45,1635.75,-0.0187,0.0273,0.0273,0.5216,2.73,52.16
09-Sep-21,AMBUJACEM,438.35,435.95,0.0055,0.0199,0.0199,0.3802,1.99,38.02
09-Sep-21,AMDIND,28.75,28.85,-0.0035,0.0393,0.0392,0.7489,3.92,74.89
09-Sep-21,AMJLAND,32.2,33.2,-0.0306,0.0345,0.0345,0.6591,3.45,65.91
09-Sep-21,AMRUTANJAN,719.05,716.15,0.004,0.0257,0.0257,0.491,2.57,49.1
09-Sep-21,ANANTRAJ,71.1,70,0.0156,0.0352,0.0351,0.6706,3.51,67.06
09-Sep-21,ANDHRACEMT,21.7,21.95,-0.0115,0.04,0.04,0.7642,4,76.42
09-Sep-21,ANDHRAPAP,231.3,232.8,-0.0065,0.0264,0.0263,0.5025,2.63,50.25
09-Sep-21,ANDHRSUGAR,543.3,533.75,0.0177,0.0313,0.0313,0.598,3.13,59.8
09-Sep-21,ANDREWYU,24.8,25.15,-0.014,0.0085,0.0085,0.1624,0.85,16.24
09-Sep-21,ANGELBRKG,1229,1206.8,0.0182,0.0337,0.0337,0.6438,3.37,64.38
09-Sep-21,ANIKINDS,19,19.05,-0.0026,0.035,0.035,0.6687,3.5,66.87
09-Sep-21,ANKITMETAL,1.8,1.8,0,0.0665,0.0664,1.2686,6.64,126.86
09-Sep-21,ANMOL,201.7,201.95,-0.0012,0.0222,0.0222,0.4241,2.22,42.41
09-Sep-21,ANSALAPI,9.3,9.45,-0.016,0.0373,0.0372,0.7107,3.72,71.07
09-Sep-21,ANSALHSG,6.35,6.5,-0.0233,0.0359,0.0359,0.6859,3.59,68.59
09-Sep-21,ANTGRAPHIC,0.75,0.7,0.069,0.0244,0.0248,0.4738,2.48,47.38
09-Sep-21,ANUP,1051.4,1008.15,0.042,0.0314,0.0314,0.5999,3.14,59.99
09-Sep-21,ANURAS,751.95,742.9,0.0121,0.013,0.013,0.2484,1.3,24.84
09-Sep-21,APARINDS,661,666.9,-0.0089,0.0272,0.0272,0.5197,2.72,51.97
09-Sep-21,APCL,421.6,417.9,0.0088,0.0315,0.0314,0.5999,3.14,59.99
09-Sep-21,APCOTEXIND,387.1,343.45,0.1196,0.032,0.033,0.6305,3.3,63.05
09-Sep-21,APEX,275,274.75,0.0009,0.0366,0.0365,0.6973,3.65,69.73
09-Sep-21,APLAPOLLO,1879.5,1840.25,0.0211,0.0278,0.0278,0.5311,2.78,53.11
09-Sep-21,APLLTD,765.8,765.5,0.0004,0.0231,0.023,0.4394,2.3,43.94
09-Sep-21,APOLLO,113.85,114.15,-0.0026,0.0348,0.0348,0.6649,3.48,66.49
09-Sep-21,APOLLOHOSP,4719.55,4811.45,-0.0193,0.0252,0.0252,0.4814,2.52,48.14
09-Sep-21,APOLLOPIPE,1605.65,1549.75,0.0354,0.0304,0.0305,0.5827,3.05,58.27
09-Sep-21,APOLLOTYRE,214.95,214.8,0.0007,0.0264,0.0263,0.5025,2.63,50.25
09-Sep-21,APOLSINHOT,822.5,810.65,0.0145,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,APTECHT,287.3,289.75,-0.0085,0.0348,0.0347,0.6629,3.47,66.29
09-Sep-21,APTUS,361.15,360.4,0.0021,0.0046,0.0046,0.0879,0.46,8.79
09-Sep-21,ARCHIDPLY,30.8,30.9,-0.0032,0.0346,0.0345,0.6591,3.45,65.91
09-Sep-21,ARCHIES,18.15,17.95,0.0111,0.0413,0.0412,0.7871,4.12,78.71
09-Sep-21,ARENTERP,32.85,34.55,-0.0505,0.0476,0.0476,0.9094,4.76,90.94
09-Sep-21,ARIES,151.45,152.1,-0.0043,0.0357,0.0357,0.682,3.57,68.2
09-Sep-21,ARIHANT,26.3,25.1,0.0467,0.0356,0.0357,0.682,3.57,68.2
09-Sep-21,ARIHANTCAP,138.55,138.7,-0.0011,0.0232,0.0231,0.4413,2.31,44.13
09-Sep-21,ARIHANTSUP,122,124.5,-0.0203,0.0357,0.0356,0.6801,3.56,68.01
09-Sep-21,ARMANFIN,907.25,959.6,-0.0561,0.0345,0.0346,0.661,3.46,66.1
09-Sep-21,AROGRANITE,69.1,69,0.0014,0.0366,0.0365,0.6973,3.65,69.73
09-Sep-21,ARROWGREEN,129.85,131.25,-0.0107,0.0377,0.0376,0.7183,3.76,71.83
09-Sep-21,ARSHIYA,29.7,29.9,-0.0067,0.0384,0.0383,0.7317,3.83,73.17
09-Sep-21,ARSSINFRA,30,28.25,0.0601,0.0393,0.0394,0.7527,3.94,75.27
09-Sep-21,ARTEMISMED,366.75,352.65,0.0392,0.0281,0.0282,0.5388,2.82,53.88
09-Sep-21,ARVEE,91.65,95.9,-0.0453,0.0247,0.0249,0.4757,2.49,47.57
09-Sep-21,ARVIND,97.45,98.2,-0.0077,0.0344,0.0343,0.6553,3.43,65.53
09-Sep-21,ARVINDFASN,262,266.3,-0.0163,0.0332,0.0331,0.6324,3.31,63.24
09-Sep-21,ARVSMART,147.1,150.4,-0.0222,0.0307,0.0306,0.5846,3.06,58.46
09-Sep-21,ASAHIINDIA,379.5,374.35,0.0137,0.0252,0.0252,0.4814,2.52,48.14
09-Sep-21,ASAHISONG,366.7,362.85,0.0106,0.0345,0.0344,0.6572,3.44,65.72
09-Sep-21,ASAL,55.95,55.3,0.0117,0.0332,0.0332,0.6343,3.32,63.43
09-Sep-21,ASALCBR,443.25,437.4,0.0133,0.0225,0.0224,0.428,2.24,42.8
09-Sep-21,ASHAPURMIN,141.8,146.45,-0.0323,0.0347,0.0347,0.6629,3.47,66.29
09-Sep-21,ASHIANA,189.25,187.8,0.0077,0.0311,0.031,0.5923,3.1,59.23
09-Sep-21,ASHIMASYN,18.75,17.85,0.0492,0.0349,0.035,0.6687,3.5,66.87
09-Sep-21,ASHOKA,102.5,102.45,0.0005,0.0295,0.0294,0.5617,2.94,56.17
09-Sep-21,ASHOKLEY,125.3,121.7,0.0292,0.0292,0.0292,0.5579,2.92,55.79
09-Sep-21,ASIANHOTNR,87.25,80.35,0.0824,0.0288,0.0293,0.5598,2.93,55.98
09-Sep-21,ASIANLAKTO,11.1,11.1,0,0,0,0,0,0
09-Sep-21,ASIANPAINT,3346.35,3336.5,0.0029,0.0184,0.0183,0.3496,1.83,34.96
09-Sep-21,ASIANTILES,161.1,155.35,0.0363,0.033,0.033,0.6305,3.3,63.05
09-Sep-21,ASPINWALL,186.25,188.6,-0.0125,0.0343,0.0342,0.6534,3.42,65.34
09-Sep-21,ASSOFIN,10,10,0,0,0,0,0,0
09-Sep-21,ASTEC,1349.05,1289.35,0.0453,0.0301,0.0302,0.577,3.02,57.7
09-Sep-21,ASTERDM,227.25,219.75,0.0336,0.0268,0.0268,0.512,2.68,51.2
09-Sep-21,ASTRAL,2049.55,2073.65,-0.0117,0.0269,0.0269,0.5139,2.69,51.39
09-Sep-21,ASTRAMICRO,172.4,167.5,0.0288,0.0304,0.0304,0.5808,3.04,58.08
09-Sep-21,ASTRAZEN,3118.15,3174.7,-0.018,0.0246,0.0245,0.4681,2.45,46.81
09-Sep-21,ASTRON,59.25,59.55,-0.0051,0.0362,0.0361,0.6897,3.61,68.97
09-Sep-21,ATFL,1012.1,1024.9,-0.0126,0.0245,0.0244,0.4662,2.44,46.62
09-Sep-21,ATGL,1391.9,1398.45,-0.0047,0.039,0.0389,0.7432,3.89,74.32
09-Sep-21,ATLANTA,14.35,14.45,-0.0069,0.0342,0.0341,0.6515,3.41,65.15
09-Sep-21,ATLANTIC,10,10,0,0,0,0,0,0
09-Sep-21,ATUL,9253.25,9276.95,-0.0026,0.0183,0.0182,0.3477,1.82,34.77
09-Sep-21,ATULAUTO,195.35,194.1,0.0064,0.0256,0.0256,0.4891,2.56,48.91
09-Sep-21,AUBANK,1173.7,1181,-0.0062,0.0309,0.0308,0.5884,3.08,58.84
09-Sep-21,AURIONPRO,202.45,204,-0.0076,0.0407,0.0406,0.7757,4.06,77.57
09-Sep-21,AUROPHARMA,741.75,743.25,-0.002,0.0255,0.0254,0.4853,2.54,48.53
09-Sep-21,AURUMCAP,9.7,9.7,0,0,0,0,0,0
09-Sep-21,AUSOMENT,72.2,72.55,-0.0048,0.0457,0.0456,0.8712,4.56,87.12
09-Sep-21,AUTOAXLES,1231.55,1245.2,-0.011,0.0326,0.0325,0.6209,3.25,62.09
09-Sep-21,AUTOIND,53.15,54.4,-0.0232,0.0343,0.0343,0.6553,3.43,65.53
09-Sep-21,AVADHSUGAR,414.3,410.9,0.0082,0.0401,0.04,0.7642,4,76.42
09-Sep-21,AVANTIFEED,558.3,555.55,0.0049,0.0268,0.0268,0.512,2.68,51.2
09-Sep-21,AVTNPL,76.7,77.1,-0.0052,0.0327,0.0326,0.6228,3.26,62.28
09-Sep-21,AWHCL,411.85,408.7,0.0077,0.0211,0.021,0.4012,2.1,40.12
09-Sep-21,AXISBANK,790.15,794.7,-0.0057,0.0264,0.0264,0.5044,2.64,50.44
09-Sep-21,AXISBNKETF,367.27,368.29,-0.0028,0.0114,0.0114,0.2178,1.14,21.78
09-Sep-21,AXISBPSETF,10.34,10.34,0,0.0007,0.0007,0.0134,0.07,1.34
09-Sep-21,AXISCADES,71.2,71.35,-0.0021,0.0382,0.0381,0.7279,3.81,72.79
09-Sep-21,AXISGOLD,40.81,40.85,-0.001,0.0115,0.0115,0.2197,1.15,21.97
09-Sep-21,AXISHCETF,89.59,89.42,0.0019,0.0039,0.0039,0.0745,0.39,7.45
09-Sep-21,AXISNIFTY,181.2,180.96,0.0013,0.0162,0.0162,0.3095,1.62,30.95
09-Sep-21,AXISTECETF,346.71,349.9,-0.0092,0.009,0.009,0.1719,0.9,17.19
09-Sep-21,AYMSYNTEX,100.95,102.1,-0.0113,0.0354,0.0353,0.6744,3.53,67.44
09-Sep-21,BAFNAPH,128.6,130.25,-0.0127,0.136,0.1357,2.5925,13.57,259.25
09-Sep-21,BAGFILMS,2.65,2.55,0.0385,0.036,0.036,0.6878,3.6,68.78
09-Sep-21,BAJAJ-AUTO,3700.6,3725.35,-0.0067,0.0178,0.0177,0.3382,1.77,33.82
09-Sep-21,BAJAJCON,252.85,251.4,0.0058,0.0254,0.0253,0.4834,2.53,48.34
09-Sep-21,BAJAJELEC,1324.35,1352.7,-0.0212,0.0274,0.0274,0.5235,2.74,52.35
09-Sep-21,BAJAJFINSV,16750.2,16560.8,0.0114,0.0262,0.0261,0.4986,2.61,49.86
09-Sep-21,BAJAJHIND,14.5,14.65,-0.0103,0.0406,0.0405,0.7738,4.05,77.38
09-Sep-21,BAJAJHLDNG,4284.15,4322.65,-0.0089,0.0204,0.0204,0.3897,2.04,38.97
09-Sep-21,BAJFINANCE,7430.6,7463.2,-0.0044,0.0272,0.0272,0.5197,2.72,51.97
09-Sep-21,BALAJITELE,61,61.4,-0.0065,0.0306,0.0306,0.5846,3.06,58.46
09-Sep-21,BALAMINES,4319.25,4242.2,0.018,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,BALAXI,548.9,553.65,-0.0086,0.03,0.03,0.5731,3,57.31
09-Sep-21,BALKRISIND,2456.25,2476.65,-0.0083,0.0225,0.0224,0.428,2.24,42.8
09-Sep-21,BALLARPUR,1.45,1.45,0,0.0452,0.0451,0.8616,4.51,86.16
09-Sep-21,BALMLAWRIE,133.45,132.6,0.0064,0.0226,0.0225,0.4299,2.25,42.99
09-Sep-21,BALPHARMA,99.95,95.15,0.0492,0.0391,0.0392,0.7489,3.92,74.89
09-Sep-21,BALRAMCHIN,364.9,355.05,0.0274,0.032,0.032,0.6114,3.2,61.14
09-Sep-21,BANARBEADS,65.6,66,-0.0061,0.0406,0.0405,0.7738,4.05,77.38
09-Sep-21,BANARISUG,1779.8,1760,0.0112,0.0241,0.024,0.4585,2.4,45.85
09-Sep-21,BANCOINDIA,207.35,209.3,-0.0094,0.0306,0.0305,0.5827,3.05,58.27
09-Sep-21,BANDHANBNK,283.6,285.95,-0.0083,0.0322,0.0322,0.6152,3.22,61.52
09-Sep-21,BANG,34.5,34,0.0146,0.039,0.0389,0.7432,3.89,74.32
09-Sep-21,BANKA,87.65,87.35,0.0034,0.0347,0.0346,0.661,3.46,66.1
09-Sep-21,BANKBARODA,79.15,79.35,-0.0025,0.0294,0.0293,0.5598,2.93,55.98
09-Sep-21,BANKBEES,368.96,370.22,-0.0034,0.018,0.0179,0.342,1.79,34.2
09-Sep-21,BANKINDIA,57.2,57.5,-0.0052,0.0314,0.0313,0.598,3.13,59.8
09-Sep-21,BANSWRAS,179.9,181.9,-0.0111,0.0348,0.0347,0.6629,3.47,66.29
09-Sep-21,BARBEQUE,1133.15,1122.45,0.0095,0.0263,0.0262,0.5006,2.62,50.06
09-Sep-21,BARTRONICS,2.8,2.85,-0.0177,0.0418,0.0417,0.7967,4.17,79.67
09-Sep-21,BASANT,10,10,0,0,0,0,0,0
09-Sep-21,BASF,3411.85,3444.55,-0.0095,0.0289,0.0288,0.5502,2.88,55.02
09-Sep-21,BASML,68.15,66.55,0.0238,0.037,0.0369,0.705,3.69,70.5
09-Sep-21,BATAINDIA,1737.7,1733.8,0.0022,0.0184,0.0184,0.3515,1.84,35.15
09-Sep-21,BAYERCROP,5408.45,5361.85,0.0087,0.0192,0.0191,0.3649,1.91,36.49
09-Sep-21,BBL,1381.7,1389.15,-0.0054,0.0249,0.0249,0.4757,2.49,47.57
09-Sep-21,BBTC,1211.9,1200.6,0.0094,0.0243,0.0242,0.4623,2.42,46.23
09-Sep-21,BCG,35.95,36.15,-0.0055,0.0437,0.0436,0.833,4.36,83.3
09-Sep-21,BCLIND,242.95,232.1,0.0457,0.0306,0.0307,0.5865,3.07,58.65
09-Sep-21,BCP,3.75,3.75,0,0.0335,0.0335,0.64,3.35,64
09-Sep-21,BDL,395.35,395.75,-0.001,0.0254,0.0253,0.4834,2.53,48.34
09-Sep-21,BEARDSELL,13.5,13.7,-0.0147,0.0381,0.038,0.726,3.8,72.6
09-Sep-21,BECTORFOOD,389.85,390.85,-0.0026,0.0178,0.0178,0.3401,1.78,34.01
